label,type,file,frame,h0_0_x,h0_0_y,h0_0_z,h0_1_x,h0_1_y,h0_1_z,h0_2_x,h0_2_y,h0_2_z,h0_3_x,h0_3_y,h0_3_z,h0_4_x,h0_4_y,h0_4_z,h0_5_x,h0_5_y,h0_5_z,h0_6_x,h0_6_y,h0_6_z,h0_7_x,h0_7_y,h0_7_z,h0_8_x,h0_8_y,h0_8_z,h0_9_x,h0_9_y,h0_9_z,h0_10_x,h0_10_y,h0_10_z,h0_11_x,h0_11_y,h0_11_z,h0_12_x,h0_12_y,h0_12_z,h0_13_x,h0_13_y,h0_13_z,h0_14_x,h0_14_y,h0_14_z,h0_15_x,h0_15_y,h0_15_z,h0_16_x,h0_16_y,h0_16_z,h0_17_x,h0_17_y,h0_17_z,h0_18_x,h0_18_y,h0_18_z,h0_19_x,h0_19_y,h0_19_z,h0_20_x,h0_20_y,h0_20_z,h1_0_x,h1_0_y,h1_0_z,h1_1_x,h1_1_y,h1_1_z,h1_2_x,h1_2_y,h1_2_z,h1_3_x,h1_3_y,h1_3_z,h1_4_x,h1_4_y,h1_4_z,h1_5_x,h1_5_y,h1_5_z,h1_6_x,h1_6_y,h1_6_z,h1_7_x,h1_7_y,h1_7_z,h1_8_x,h1_8_y,h1_8_z,h1_9_x,h1_9_y,h1_9_z,h1_10_x,h1_10_y,h1_10_z,h1_11_x,h1_11_y,h1_11_z,h1_12_x,h1_12_y,h1_12_z,h1_13_x,h1_13_y,h1_13_z,h1_14_x,h1_14_y,h1_14_z,h1_15_x,h1_15_y,h1_15_z,h1_16_x,h1_16_y,h1_16_z,h1_17_x,h1_17_y,h1_17_z,h1_18_x,h1_18_y,h1_18_z,h1_19_x,h1_19_y,h1_19_z,h1_20_x,h1_20_y,h1_20_z
that is so kind of you,video,MVI_6106.MP4,23,0.5421499013900757,0.9138273000717163,1.7416245157164667e-07,0.5265755653381348,0.9156975746154785,-0.015479960478842258,0.5173337459564209,0.9369450211524963,-0.022774191573262215,0.5132631063461304,0.9640651345252991,-0.027123136445879936,0.5068964958190918,0.9875974059104919,-0.030410362407565117,0.5341445207595825,0.9736388325691223,-0.015038744546473026,0.526411771774292,1.0091770887374878,-0.020010290667414665,0.5172451138496399,1.0201200246810913,-0.02239067479968071,0.5107413530349731,1.0215275287628174,-0.023053938522934914,0.5408977270126343,0.9786503314971924,-0.00802189577370882,0.5322462916374207,1.011831283569336,-0.012130641378462315,0.5226287841796875,1.0217301845550537,-0.01405339501798153,0.5146042704582214,1.0253247022628784,-0.014728056266903877,0.5430254340171814,0.981299877166748,-0.0019140717340633273,0.5352158546447754,1.0103434324264526,-0.004967063665390015,0.5267250537872314,1.0195014476776123,-0.005885929800570011,0.5195444226264954,1.0233845710754395,-0.006087562069296837,0.5423389673233032,0.9823176264762878,0.002966515487059951,0.5362398624420166,1.0073508024215698,0.0005543232546187937,0.5291341543197632,1.0181140899658203,-9.368619066663086e-05,0.5229582190513611,1.0231215953826904,0.00012657830666285008,0.4822881519794464,0.918722927570343,-2.544725319353347e-08,0.49772632122039795,0.9194639325141907,-0.018388692289590836,0.5067894458770752,0.939368486404419,-0.0264471136033535,0.5099706649780273,0.9659876823425293,-0.029897572472691536,0.5103785991668701,0.9867181777954102,-0.03228353336453438,0.4866597056388855,0.9630820751190186,-0.028139935806393623,0.49651700258255005,1.0011396408081055,-0.03519587963819504,0.506619393825531,1.0166902542114258,-0.03820470720529556,0.513854444026947,1.0239899158477783,-0.03940814733505249,0.47876301407814026,0.9725476503372192,-0.01926843449473381,0.4910264015197754,1.0089305639266968,-0.02462857961654663,0.5027242302894592,1.0210849046707153,-0.02481009252369404,0.5113039016723633,1.0232864618301392,-0.024770591408014297,0.47627848386764526,0.9778825640678406,-0.010993864387273788,0.4870665669441223,1.0085902214050293,-0.016283856704831123,0.4982229173183441,1.01710045337677,-0.016857406124472618,0.5065990686416626,1.0190792083740234,-0.01675022765994072,0.4773153066635132,0.981093168258667,-0.0037926645018160343,0.48572421073913574,1.0035611391067505,-0.008913456462323666,0.49436643719673157,1.011876106262207,-0.010823671706020832,0.501203715801239,1.0153436660766602,-0.01148214191198349
that is so kind of you,video,MVI_6106.MP4,24,0.5435366034507751,0.912254810333252,1.4789532087888801e-07,0.527542769908905,0.9146677255630493,-0.013605359941720963,0.5173189640045166,0.9364525675773621,-0.019786112010478973,0.5135340094566345,0.9638367891311646,-0.023391438648104668,0.5080455541610718,0.9870750904083252,-0.02593875303864479,0.5343897342681885,0.9717060327529907,-0.013490456156432629,0.5267239212989807,1.0066392421722412,-0.01838686875998974,0.5176313519477844,1.0168546438217163,-0.020597992464900017,0.5112617015838623,1.0178375244140625,-0.021167024970054626,0.5409103631973267,0.9774526953697205,-0.007470178417861462,0.5323266386985779,1.0105721950531006,-0.011671272106468678,0.522785484790802,1.0191553831100464,-0.01332010980695486,0.5152498483657837,1.0210000276565552,-0.013793356716632843,0.5430713295936584,0.9803315997123718,-0.00228222762234509,0.5349995493888855,1.0098518133163452,-0.005725637078285217,0.5263590812683105,1.0173832178115845,-0.0065881176851689816,0.519446849822998,1.0191755294799805,-0.0066268895752727985,0.5425938963890076,0.9813259243965149,0.0018414509249851108,0.5356982946395874,1.0057603120803833,-0.0010960153304040432,0.5279222130775452,1.0144954919815063,-0.0018794500501826406,0.5215559601783752,1.0171606540679932,-0.001632728730328381,0.48211008310317993,0.9171065092086792,-3.504272427790056e-08,0.49729639291763306,0.9177272915840149,-0.017580922693014145,0.5069674253463745,0.9367607831954956,-0.02525259181857109,0.5112913846969604,0.9624117016792297,-0.02847910486161709,0.5131752490997314,0.9822185039520264,-0.03051256388425827,0.4866580069065094,0.9636547565460205,-0.02701936475932598,0.4965985119342804,1.0009963512420654,-0.03339625149965286,0.5069434642791748,1.0140560865402222,-0.035593751817941666,0.5143724083900452,1.017823576927185,-0.03615179285407066,0.4788009226322174,0.9727009534835815,-0.018370941281318665,0.4910449683666229,1.009129524230957,-0.023545341566205025,0.5027382969856262,1.018689513206482,-0.023366618901491165,0.5110040307044983,1.0179338455200195,-0.022874481976032257,0.47649121284484863,0.9772259593009949,-0.010245975106954575,0.48738476634025574,1.0085170269012451,-0.015336050651967525,0.49846166372299194,1.015732765197754,-0.015742002055048943,0.5065616965293884,1.0161058902740479,-0.015411498956382275,0.4777708351612091,0.9795823097229004,-0.0030997036956250668,0.4861416816711426,1.0020382404327393,-0.008025378920137882,0.49481356143951416,1.00996994972229,-0.009876568801701069,0.501508355140686,1.0129624605178833,-0.010437068529427052
that is so kind of you,video,MVI_6106.MP4,25,0.5432282090187073,0.9120996594429016,1.5481803927741566e-07,0.5279753804206848,0.9139551520347595,-0.0148782879114151,0.5182158946990967,0.9331567287445068,-0.02193390764296055,0.5158482789993286,0.9592198729515076,-0.026356633752584457,0.511335551738739,0.9826470017433167,-0.029719021171331406,0.5348494648933411,0.9703844785690308,-0.014998284168541431,0.5266106128692627,1.0059831142425537,-0.021581679582595825,0.5172990560531616,1.0151515007019043,-0.025361986830830574,0.5108201503753662,1.015557050704956,-0.02686792053282261,0.5408898591995239,0.976648211479187,-0.008794707246124744,0.5317659974098206,1.0103555917739868,-0.014509554021060467,0.5219400525093079,1.018467664718628,-0.01750050112605095,0.5143094062805176,1.019065499305725,-0.018805373460054398,0.5427166223526001,0.9801660776138306,-0.003560368437319994,0.5339248180389404,1.0097930431365967,-0.008066510781645775,0.5251176953315735,1.0169224739074707,-0.009424751624464989,0.5180871486663818,1.0179246664047241,-0.00968937762081623,0.5422771573066711,0.9817557334899902,0.000475826149340719,0.5347437262535095,1.0056711435317993,-0.0030528048519045115,0.5268723368644714,1.013970136642456,-0.004055624362081289,0.5206583738327026,1.0163159370422363,-0.003936346620321274,0.4820008873939514,0.9136532545089722,-3.699350159536152e-08,0.49758946895599365,0.9150761365890503,-0.017443004995584488,0.5078052878379822,0.9352026581764221,-0.0249551460146904,0.5122870206832886,0.9616849422454834,-0.028033917769789696,0.5139682292938232,0.9818084239959717,-0.029675204306840897,0.48686861991882324,0.9615753293037415,-0.026931609958410263,0.4965668022632599,1.0010583400726318,-0.03240513801574707,0.506644606590271,1.012230634689331,-0.03321974352002144,0.5142297148704529,1.0126367807388306,-0.03276024013757706,0.4784303605556488,0.9699417948722839,-0.01829918473958969,0.48963379859924316,1.0093505382537842,-0.023673757910728455,0.5011836886405945,1.0162312984466553,-0.02316078543663025,0.5095820426940918,1.0120477676391602,-0.022046998143196106,0.47573524713516235,0.9739818572998047,-0.010062254033982754,0.48603472113609314,1.0071499347686768,-0.014675136655569077,0.4970335364341736,1.012817144393921,-0.01470489613711834,0.5052145719528198,1.010946273803711,-0.014029412530362606,0.47690409421920776,0.9759494066238403,-0.002821000525727868,0.4847753047943115,0.9998963475227356,-0.007384194526821375,0.4934767484664917,1.0073268413543701,-0.009151848033070564,0.5003227591514587,1.0087586641311646,-0.009571326896548271
that is so kind of you,video,MVI_6106.MP4,26,0.544512927532196,0.9103749394416809,1.239281175458018e-07,0.529556155204773,0.9120091199874878,-0.013876153156161308,0.5201022028923035,0.9312470555305481,-0.02035786397755146,0.5182181000709534,0.9566864967346191,-0.024287119507789612,0.5135312080383301,0.9787298440933228,-0.027170386165380478,0.5347736477851868,0.9673004150390625,-0.015404293313622475,0.5266494750976562,1.0014410018920898,-0.021996941417455673,0.5175714492797852,1.0095994472503662,-0.025589922443032265,0.5111793279647827,1.0100245475769043,-0.027072403579950333,0.5407866835594177,0.974138617515564,-0.009723926894366741,0.53180992603302,1.0064334869384766,-0.015776101499795914,0.5222965478897095,1.0127445459365845,-0.018540579825639725,0.5151391625404358,1.0122703313827515,-0.01968800276517868,0.5424675941467285,0.9779572486877441,-0.004857780411839485,0.5339744687080383,1.0072364807128906,-0.009961148723959923,0.5252652168273926,1.0123364925384521,-0.011095973663032055,0.5184507966041565,1.0115925073623657,-0.011100232601165771,0.541954755783081,0.9795280694961548,-0.0010578990913927555,0.5345363616943359,1.0031858682632446,-0.005306364502757788,0.5262883305549622,1.0092254877090454,-0.0062703657895326614,0.5199134349822998,1.0092298984527588,-0.0059931930154562,0.4799477159976959,0.9099211096763611,-5.4696212004046174e-08,0.4962468445301056,0.9107789993286133,-0.016502590849995613,0.5076779723167419,0.9321426749229431,-0.023610766977071762,0.5121237635612488,0.9607390761375427,-0.026163723319768906,0.5153197050094604,0.9822718501091003,-0.02730458416044712,0.48597750067710876,0.9555606842041016,-0.0282964576035738,0.497667521238327,0.9974405169487,-0.034039221704006195,0.5087571144104004,1.0096790790557861,-0.034774523228406906,0.5172080993652344,1.01223623752594,-0.034278031438589096,0.47750741243362427,0.9656317234039307,-0.0201412383466959,0.48972463607788086,1.0073137283325195,-0.025474555790424347,0.5016111731529236,1.0160993337631226,-0.024740222841501236,0.5104089379310608,1.0150723457336426,-0.023734839633107185,0.4751298129558563,0.9713387489318848,-0.012128813192248344,0.4857747256755829,1.006648302078247,-0.017044875770807266,0.49683839082717896,1.0137393474578857,-0.01696048304438591,0.50543612241745,1.014182686805725,-0.016292857006192207,0.4765281081199646,0.9743421673774719,-0.004931988660246134,0.48487094044685364,0.9999796748161316,-0.009650123305618763,0.4935818612575531,1.008367896080017,-0.011105498299002647,0.5005816221237183,1.0113847255706787,-0.011369862593710423
that is so kind of you,video,MVI_6106.MP4,27,0.5447123050689697,0.9127399325370789,1.4377782520114124e-07,0.5310594439506531,0.9098548889160156,-0.015139693394303322,0.5224013924598694,0.923306405544281,-0.022561585530638695,0.522178590297699,0.9439581632614136,-0.026911798864603043,0.5207428336143494,0.9632336497306824,-0.030550913885235786,0.5335272550582886,0.9662779569625854,-0.02005329169332981,0.5266464352607727,0.996841311454773,-0.02756457030773163,0.5192336440086365,1.011956810951233,-0.03186618536710739,0.5130772590637207,1.021006464958191,-0.03393097221851349,0.538159191608429,0.9748863577842712,-0.013984053395688534,0.5295283198356628,1.0036475658416748,-0.02107207663357258,0.5203808546066284,1.0156750679016113,-0.024142442271113396,0.5120429396629333,1.0213468074798584,-0.025464186444878578,0.5393278002738953,0.9794357419013977,-0.008537450805306435,0.5311150550842285,1.0046097040176392,-0.014465270563960075,0.5227834582328796,1.0144842863082886,-0.016253197565674782,0.5149009227752686,1.0196045637130737,-0.016674242913722992,0.5390858054161072,0.9804448485374451,-0.004157657269388437,0.53204745054245,1.0006529092788696,-0.0084855817258358,0.5244938731193542,1.0104868412017822,-0.009779981337487698,0.5176541209220886,1.0157887935638428,-0.009876792319118977,0.4759589433670044,0.89958256483078,-7.40495877948888e-08,0.4931343197822571,0.8995832800865173,-0.015341943129897118,0.5054394006729126,0.9230776429176331,-0.022228239104151726,0.5102299451828003,0.9553685188293457,-0.024872934445738792,0.5140721797943115,0.9800143241882324,-0.026082519441843033,0.4837687015533447,0.9456738233566284,-0.02720724046230316,0.49602705240249634,0.9886181950569153,-0.03357693552970886,0.5078819990158081,0.9987649917602539,-0.03455980122089386,0.5165146589279175,0.9991224408149719,-0.03414275869727135,0.4757815897464752,0.9563595056533813,-0.020053178071975708,0.4880821108818054,1.0006637573242188,-0.0264621302485466,0.5010448098182678,1.0074635744094849,-0.026129452511668205,0.510740339756012,1.0042051076889038,-0.025076666846871376,0.4738784730434418,0.9618985652923584,-0.013000468723475933,0.48574531078338623,0.9977291226387024,-0.018527040258049965,0.49812498688697815,1.0036245584487915,-0.018500229343771935,0.5078461766242981,1.0026962757110596,-0.017733342945575714,0.47559860348701477,0.964188814163208,-0.006650586612522602,0.4856778681278229,0.9894247055053711,-0.011719455942511559,0.4953714609146118,0.9955673813819885,-0.01308694202452898,0.5033038258552551,0.9963456988334656,-0.013217590749263763
that is so kind of you,video,MVI_6106.MP4,28,0.5444157719612122,0.9082280397415161,1.2497879708917026e-07,0.5321966409683228,0.9075676202774048,-0.013484088703989983,0.5243884325027466,0.9212775230407715,-0.019779257476329803,0.5229648351669312,0.9402340054512024,-0.023293115198612213,0.5235806703567505,0.9575811624526978,-0.02601022645831108,0.534268856048584,0.9584255814552307,-0.01702777110040188,0.5293447375297546,0.9896939992904663,-0.02288786508142948,0.5252224206924438,1.0076402425765991,-0.02622983232140541,0.5216913819313049,1.0208195447921753,-0.02792351134121418,0.5391308069229126,0.9648600220680237,-0.011595051735639572,0.532980740070343,0.9938540458679199,-0.017184801399707794,0.5271220803260803,1.010182499885559,-0.01966976746916771,0.5215662121772766,1.0218746662139893,-0.020696578547358513,0.5405686497688293,0.9687251448631287,-0.0067160711623728275,0.5347790122032166,0.9931914210319519,-0.011084835045039654,0.5293120741844177,1.0069018602371216,-0.011940378695726395,0.5240107774734497,1.0172690153121948,-0.011748207733035088,0.5401716828346252,0.970786988735199,-0.0029110314790159464,0.5347648859024048,0.9913986921310425,-0.005773214157670736,0.5297994613647461,1.0037603378295898,-0.006170217879116535,0.525220513343811,1.0124270915985107,-0.0057187448255717754,0.4743759036064148,0.8810225129127502,-6.530559204520614e-08,0.491301029920578,0.8841112852096558,-0.012830224819481373,0.5029303431510925,0.9077340364456177,-0.019672473892569542,0.507400631904602,0.939372718334198,-0.02320474572479725,0.5118333697319031,0.9637789726257324,-0.02558976784348488,0.4816191792488098,0.9233335256576538,-0.02543541043996811,0.49445971846580505,0.9680116176605225,-0.03273160010576248,0.5071758031845093,0.9839648604393005,-0.03476078808307648,0.5161179304122925,0.9922861456871033,-0.0350622795522213,0.4723668694496155,0.9343843460083008,-0.020384645089507103,0.48151126503944397,0.9825635552406311,-0.02734365314245224,0.4952520430088043,0.9938598275184631,-0.026769384741783142,0.5047473311424255,0.9946756362915039,-0.02533877082169056,0.4691990315914154,0.9402584433555603,-0.015346645377576351,0.4779556095600128,0.9815586805343628,-0.020895160734653473,0.49062567949295044,0.9910749197006226,-0.019793741405010223,0.4996969997882843,0.9914215803146362,-0.018014049157500267,0.47008177638053894,0.9435619115829468,-0.010961547493934631,0.47740140557289124,0.9737462401390076,-0.015226606279611588,0.48720023036003113,0.9849860072135925,-0.015407866798341274,0.49517732858657837,0.9886243343353271,-0.014685958623886108
that is so kind of you,video,MVI_6106.MP4,29,0.46838435530662537,0.8627558946609497,-8.301695686441235e-08,0.4857572913169861,0.8592076897621155,-0.015314233489334583,0.49934881925582886,0.8825372457504272,-0.02391878515481949,0.5057128071784973,0.9147999286651611,-0.028639357537031174,0.50944983959198,0.9409997463226318,-0.03213782235980034,0.4785615801811218,0.8920886516571045,-0.03242243826389313,0.4872055947780609,0.9366299510002136,-0.04209837689995766,0.49764594435691833,0.954958438873291,-0.04443162679672241,0.5043666362762451,0.961914598941803,-0.04473897069692612,0.46874937415122986,0.9069992899894714,-0.026960238814353943,0.48080524802207947,0.9531276226043701,-0.03497104346752167,0.4938250482082367,0.9673311114311218,-0.03345118463039398,0.5014529824256897,0.9689246416091919,-0.031869076192379,0.4641708433628082,0.9181225299835205,-0.021760040894150734,0.4747227132320404,0.9623998403549194,-0.02944657951593399,0.486775666475296,0.9715877771377563,-0.02715550921857357,0.4947255551815033,0.9703435301780701,-0.024430103600025177,0.46368032693862915,0.9259081482887268,-0.01737469807267189,0.4716423749923706,0.9601529836654663,-0.02449837327003479,0.48061031103134155,0.9723286032676697,-0.025135651230812073,0.48719602823257446,0.9748320579528809,-0.024358175694942474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
that is so kind of you,video,MVI_6396.MP4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
that is so kind of you,video,MVI_6396.MP4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
that is so kind of you,video,MVI_6396.MP4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
that is so kind of you,video,MVI_6396.MP4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
that is so kind of you,video,MVI_6396.MP4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
that is so kind of you,video,MVI_6396.MP4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
that is so kind of you,video,MVI_6396.MP4,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
that is so kind of you,video,MVI_6396.MP4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
that is so kind of you,video,MVI_6396.MP4,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
